report_id,source,source_type,sif_potential_weak_label,label_basis,date,country,function,cause,activity,primary_life_saving_rule,secondary_life_saving_rule,narrative,what_went_wrong,corrective_actions,causal_factors,model_input
IOGP-HPE-2025-073,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,10 Jul 2025,USA,Drilling,Struck by (not dropped object),"Drilling, workover, well operations",Energy isolation,Line of fire,"A Mechanic and an E-Tech were repairing a section of the natural gas manifold on frac pump. The employees were replacing a section on the manifold referred to as a pistol. After the repairs were made the employees opened the natural gas supply valve to supply the gas manifold on the pump. The mechanic stepped up onto a platform to open the main ball valve of the natural gas manifold to allow the pump to start burning the natural gas as fuel. As the mechanic (IP) opened the main ball valve, both employees heard a loud pop noise. The top of the low-pressure regulator (VDR) broke away from its base and struck the mechanic in the head above his right eye causing a laceration. The top of the VDR is made of aluminum and weighs approximately 1lb/~454g. The IP was evaluated at a local emergency room, and the IP received 8 sutures to close the laceration.",• No administrative controls to perform LOTO on the pump for this task. • Worker was new to position (little over 3 months) and never worked on gas train. • Safeguard was not in place and caused the system to be over pressured at 115psi. The OEM rating is 5 psi.,• All pumps without complete gas trains were placed out of service and the lock out tag out procedure put into place. • Training was given to shop & test stand employees on the recognition of a complete gas train and procedure for testing regulators before leaving the test stand and putting the pump into service. • E-Tech manager will provide a procedure for the established gas train and the testing procedure in an SOP for running gas including all hookup and parts that are approved. NORTH AMERICA ONSHORE 69,"PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers","NARRATIVE: A Mechanic and an E-Tech were repairing a section of the natural gas manifold on frac pump. The employees were replacing a section on the manifold referred to as a pistol. After the repairs were made the employees opened the natural gas supply valve to supply the gas manifold on the pump. The mechanic stepped up onto a platform to open the main ball valve of the natural gas manifold to allow the pump to start burning the natural gas as fuel. As the mechanic (IP) opened the main ball valve, both employees heard a loud pop noise. The top of the low-pressure regulator (VDR) broke away from its base and struck the mechanic in the head above his right eye causing a laceration. The top of the VDR is made of aluminum and weighs approximately 1lb/~454g. The IP was evaluated at a local emergency room, and the IP received 8 sutures to close the laceration. | WHAT WENT WRONG: • No administrative controls to perform LOTO on the pump for this task. • Worker was new to position (little over 3 months) and never worked on gas train. • Safeguard was not in place and caused the system to be over pressured at 115psi. The OEM rating is 5 psi. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers"
IOGP-HPE-2025-074,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,08 Apr 2025,USA,Production,Dropped objects,"Lifting, crane, rigging, deck operations",Safe mechanical lifting,Line of fire,"IP contacted by 2 3/8"" joint of pipe.","The team finished wireline work of setting a cast iron bridge plug, pressure tested well, ND frac valve and NU BOP. The crew then installed 2.875"" elevators (2.375"" and 2.875"" elevators were both on the ground) and began process of picking up a single joint of 2.375"" tubing. The tubing was almost vertical when it fell through the elevators, causing the pin end to land back in the pick-up/lay-down machine trough and the collar end to fall toward the off-operator side of the rig floor. The collar end of the tubing initially contacted the tong lifting cylinder, then ricocheted, hitting the floor hand in the lower-right shoulder before coming to rest across the handrails. Notifications were made, and the well was secured.",N/A.,PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment,"NARRATIVE: IP contacted by 2 3/8"" joint of pipe. | WHAT WENT WRONG: The team finished wireline work of setting a cast iron bridge plug, pressure tested well, ND frac valve and NU BOP. The crew then installed 2.875"" elevators (2.375"" and 2.875"" elevators were both on the ground) and began process of picking up a single joint of 2.375"" tubing. The tubing was almost vertical when it fell through the elevators, causing the pin end to land back in the pick-up/lay-down machine trough and the collar end to fall toward the off-operator side of the rig floor. The collar end of the tubing initially contacted the tong lifting cylinder, then ricocheted, hitting the floor hand in the lower-right shoulder before coming to rest across the handrails. Notifications were made, and the well was secured. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment"
IOGP-HPE-2025-075,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,01 Aug 2025,USA,Production,"Explosion, fire or burns","Construction, commissioning, decommissioning",Work authorization,Confined space,A flash fire occurred during the demolition of internal components in the first-stage knockout drum (module C2) at the facility. NORTH AMERICA ONSHORE 70,Work performed under confined space entry and hot work permits occurred more than 2 hours after permits were initially issued and was not revalidated prior to beginning work.,All permits must be revalidated if work is not started within a maximum of 2 hours of issue or if there is a break in the work of 2 hours or more. Makes necessary tests for flammable and/or other hazardous conditions immediately prior to the start of hot work or when work is suspended for more than 2 hours.,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment","NARRATIVE: A flash fire occurred during the demolition of internal components in the first-stage knockout drum (module C2) at the facility. NORTH AMERICA ONSHORE 70 | WHAT WENT WRONG: Work performed under confined space entry and hot work permits occurred more than 2 hours after permits were initially issued and was not revalidated prior to beginning work. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment"
IOGP-HPE-2025-076,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,24 Oct 2025,USA,Unspecified,Dropped objects,"Drilling, workover, well operations",Work authorization,Line of fire,"While releasing the tubing hanger, after a BOP test, unknown pressure had built up below the tubing hanger assembly causing it to lift up out of the BOP stack and fall to the ground.",Fail to verify zero pressure below hanger before backing out the hanger locking pins.,Company procedures will designate a Hold Point prior to backing out pins.,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment NORTH AMERICA ONSHORE 71","NARRATIVE: While releasing the tubing hanger, after a BOP test, unknown pressure had built up below the tubing hanger assembly causing it to lift up out of the BOP stack and fall to the ground. | WHAT WENT WRONG: Fail to verify zero pressure below hanger before backing out the hanger locking pins. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment NORTH AMERICA ONSHORE 71"
IOGP-HPE-2025-077,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,13 Aug 2025,USA,Unspecified,Struck by (not dropped object),"Drilling, workover, well operations",Energy isolation,Line of fire,"While changing out tong heads during an ESP install, the IP’s right arm came into contact with the actuating lever, activating the tongs. IP’s left forearm was struck by the rotation of the tongs.",PTO was not disengaged before starting to change tubing head.,"• Contractor to update policy on verification for ""Zero Energy"". • Contractor to conduct verification audits. • Company to implement performance metrics/audits for related to safeguards for potential LAI work activities.","PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment NORTH AMERICA ONSHORE 72","NARRATIVE: While changing out tong heads during an ESP install, the IP’s right arm came into contact with the actuating lever, activating the tongs. IP’s left forearm was struck by the rotation of the tongs. | WHAT WENT WRONG: PTO was not disengaged before starting to change tubing head. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment NORTH AMERICA ONSHORE 72"
IOGP-HPE-2025-078,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,14 Oct 2025,USA,Drilling,Falls from height,"Lifting, crane, rigging, deck operations",Working at height,Line of fire,"A worker fell approximately 16 feet from an aerial work platform onto a Christmas tree cart. The incident occurred while the worker was using a rope tied to the basket to pull an umbilical and create slack for a storm loop. The rope failed under tension, releasing stored energy that transferred to the basket. This sudden release caused the basket to jolt, ejecting the worker.","The task was executed outside equipment design intent, with a man-riding work basket simultaneously used to pull a load, creating uncontrolled stored energy and disabling effective engineered safeguards. The activity was not recognised or managed as a lifting operation, resulting in inadequate planning, inappropriate equipment selection, and exposure of a person to the line of fire when the rope failed. These failures were reinforced by unclear procedures, fragmented task briefings, and ineffective supervision, allowing unsafe deviations to become normalised.","1. Inspection and maintenance for man-riding and lifting equipment must meet or exceed manufacturer requirements, particularly under heavy or harsh operating conditions. Inspection scope, frequency, and competency should scale with equipment usage and environmental exposure—not minimum internal checklists. 2. Checklist effectiveness depends as much on quality, compliance, and competency as the checklist itself. Poor design, superficial completion, or unclear roles can create false assurance and allow serious hazards to persist. 3. Safe operation of critical equipment requires clear, shared accountability across suppliers, contractors, and asset owners. Pre-mobilization checks, acceptance inspections, condition monitoring, and post-event inspections must be treated as mandatory control points throughout the equipment lifecycle—not administrative steps.","PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Use of Protective Methods: Inadequate use of safety systems PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture NORTH AMERICA OFFSHORE 73","NARRATIVE: A worker fell approximately 16 feet from an aerial work platform onto a Christmas tree cart. The incident occurred while the worker was using a rope tied to the basket to pull an umbilical and create slack for a storm loop. The rope failed under tension, releasing stored energy that transferred to the basket. This sudden release caused the basket to jolt, ejecting the worker. | WHAT WENT WRONG: The task was executed outside equipment design intent, with a man-riding work basket simultaneously used to pull a load, creating uncontrolled stored energy and disabling effective engineered safeguards. The activity was not recognised or managed as a lifting operation, resulting in inadequate planning, inappropriate equipment selection, and exposure of a person to the line of fire when the rope failed. These failures were reinforced by unclear procedures, fragmented task briefings, and ineffective supervision, allowing unsafe deviations to become normalised. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Improper lifting or loading PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Use of Protective Methods: Inadequate use of safety systems PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture NORTH AMERICA OFFSHORE 73"
IOGP-HPE-2025-079,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,05 Aug 2025,USA,Production,Exposure electrical,"Maintenance, inspection, testing",Energy isolation,Line of fire,"While adjusting the ultra-high-pressure water blasting equipment in close proximity to normally energized cable trays, in three separate instances, two workers reported experiencing electrical shock sensations upon contacting the cable trays.","During the post event inspection, it was identified that marine shipboard cable (480V emergency generator power supply) was found to be slightly damaged. Insufficient identification of risk or controls identified when walking on / working from cable tray systems within permit to work. Not stopping the job after the first or second shock events and sending person back to area with known hazard source that resulted in third shock event.","Avoid walking/standing on cables in cable trays, consider alternative methods of accessing areas cluttered by cable trays or alternative protection methods. Consider all hazard sources in the area when selecting the method of fabric maintenance. When developing work at height rescue plan ensure to review other potential hazards (electrical).","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture PROCESS (CONDITIONS): Organizational: Failure to report/learn from events NORTH AMERICA OFFSHORE 74","NARRATIVE: While adjusting the ultra-high-pressure water blasting equipment in close proximity to normally energized cable trays, in three separate instances, two workers reported experiencing electrical shock sensations upon contacting the cable trays. | WHAT WENT WRONG: During the post event inspection, it was identified that marine shipboard cable (480V emergency generator power supply) was found to be slightly damaged. Insufficient identification of risk or controls identified when walking on / working from cable tray systems within permit to work. Not stopping the job after the first or second shock events and sending person back to area with known hazard source that resulted in third shock event. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture PROCESS (CONDITIONS): Organizational: Failure to report/learn from events NORTH AMERICA OFFSHORE 74"
IOGP-HPE-2025-080,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,21 Apr 2025,Azerbaijan,Drilling,"Caught in, under or between (excl. dropped objects)","Office, warehouse, accommodation, catering",Line of fire,Bypassing safety controls,"Following heavy rainfall, landslide occurred in the area behind the ten wagon-type cabins (accommodation, canteen, washing, changing, and rest facilities) located at the oil well site. A ground instability and multiple surface cracks were identified in the surrounding area. Personnel were immediately informed of the hazardous ground conditions and instructed to remain vigilant and exercise caution. As a preventive control measure, the wagon-type units were relocated to a safer area to eliminate the risk of impact from further ground movement.",• Inadequate assessment of ground stability. • Insufficient drainage and erosion control measures. • Lack of preventive geotechnical monitoring. • Temporary facilities positioned in potentially hazardous zone.,"• A geotechnical assessment should be conducted before positioning cabins, especially in areas prone to heavy rainfall, slopes, or loose soil conditions. • Effective surface water drainage and erosion control measures must be implemented to prevent water accumulation and soil weakening. • Surface cracks and minor soil movement must be treated as serious warning indicators. A formal inspection and reporting system should be established for ground condition monitoring. • Heavy rainfall scenarios should be included in site risk assessments, particularly for temporary infrastructure.",PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment RUSSIA & CENTRAL ASIA ONSHORE 75,"NARRATIVE: Following heavy rainfall, landslide occurred in the area behind the ten wagon-type cabins (accommodation, canteen, washing, changing, and rest facilities) located at the oil well site. A ground instability and multiple surface cracks were identified in the surrounding area. Personnel were immediately informed of the hazardous ground conditions and instructed to remain vigilant and exercise caution. As a preventive control measure, the wagon-type units were relocated to a safer area to eliminate the risk of impact from further ground movement. | WHAT WENT WRONG: • Inadequate assessment of ground stability. • Insufficient drainage and erosion control measures. • Lack of preventive geotechnical monitoring. • Temporary facilities positioned in potentially hazardous zone. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment RUSSIA & CENTRAL ASIA ONSHORE 75"
IOGP-HPE-2025-081,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,13 Jul 2025,Kazakhstan,Production,"Exposure noise, chemical, biological, vibration, extreme temperature","Maintenance, inspection, testing",Energy isolation,Line of fire,"Contractor personnel were performing a scheduled calibration of a flow meter in accordance with the preventive maintenance plan. During the calibration process, the technician initiated pressure stabilization by draining fluid through the designated drainage line. To enhance the drainage process, the technician also opted to use an additional line and proceeded to remove the plug at the end of that line. Upon removal of the plug, an uncontrolled release of oil containing H2S occurred. Work was stopped immediately. Workers H2S detectors activated, donned respirators and evacuated the area.","The Maintenance Procedure requirement was not followed as Contractor's training was less than adequate for personnel regarding the instrumentation piping schemes, and instrument connection diagrams.","Maintenance Contractors are required to implement training or an annual knowledge assessment, with periodic participation of Company Maintenance representatives, specifically focused on instrumentation piping and hookup diagrams on Company equipment in accordance with Company Maintenance procedures.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment RUSSIA & CENTRAL ASIA ONSHORE 76","NARRATIVE: Contractor personnel were performing a scheduled calibration of a flow meter in accordance with the preventive maintenance plan. During the calibration process, the technician initiated pressure stabilization by draining fluid through the designated drainage line. To enhance the drainage process, the technician also opted to use an additional line and proceeded to remove the plug at the end of that line. Upon removal of the plug, an uncontrolled release of oil containing H2S occurred. Work was stopped immediately. Workers H2S detectors activated, donned respirators and evacuated the area. | WHAT WENT WRONG: The Maintenance Procedure requirement was not followed as Contractor's training was less than adequate for personnel regarding the instrumentation piping schemes, and instrument connection diagrams. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/ materials/products PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate training/competence PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment RUSSIA & CENTRAL ASIA ONSHORE 76"
IOGP-HPE-2025-082,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,01 Aug 2025,Azerbaijan,Drilling,Dropped objects,"Lifting, crane, rigging, deck operations",Safe mechanical lifting,Line of fire,"A dropped object incident occurred while lowering an overdrive with the casing joint held stationary in the elevator. The mud saver (component of overdrive) contacted top of the liner joint in the rotary, causing failure at the connection to the mandrel. The mud saver (~40 kg) fell ~14 meters to the rig floor. Two personnel were in the red zone at the time (required for the task).",Overdrive mud saver (~40kg) contacted the top of a liner joint causing a weak point failure and fell ~14m to the rig floor.,"Learning 1. Procedures for Operating Drilling Equipment: a. Do our procedures clearly specify the use of proper speed limits during high-risk operations like casing/liner running operations? Learning 2. Red Zone Management Opportunities: a. Does your Red Zone Management Procedure include a clear task level activity matrix or equivalent and include standardized two-way communication protocols for entry and exit? b. Was an Early Design Red Zone risk assessment conducted to identify equipment selection and installation opportunities that reduce Red Zone risk profile? Learning 3. Automation and Equipment Integration for managing the Red Zone: a. In Early Design Red Zone risk assessment, have you tried automation tools or equipment upgrades to make operations safer and reduce Red Zone exposure? b. Can Red Zone monitoring systems be integrated with the equipment control system to alert the operator when personnel are in a Red Zone when equipment is moving?",PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Work or motion at improper speed PROCESS (CONDITIONS): Organizational: Failure to report/learn from events RUSSIA & CENTRAL ASIA OFFSHORE 77,"NARRATIVE: A dropped object incident occurred while lowering an overdrive with the casing joint held stationary in the elevator. The mud saver (component of overdrive) contacted top of the liner joint in the rotary, causing failure at the connection to the mandrel. The mud saver (~40 kg) fell ~14 meters to the rig floor. Two personnel were in the red zone at the time (required for the task). | WHAT WENT WRONG: Overdrive mud saver (~40kg) contacted the top of a liner joint causing a weak point failure and fell ~14m to the rig floor. | CAUSAL FACTORS: PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire) PEOPLE (ACTS): Following Procedures: Work or motion at improper speed PROCESS (CONDITIONS): Organizational: Failure to report/learn from events RUSSIA & CENTRAL ASIA OFFSHORE 77"
IOGP-HPE-2025-083,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,31 Jan 2025,Azerbaijan,Production,"Water related, drowning","Diving (incl. decompression), subsea, ROV",Bypassing safety controls,Work authorization,"During the installation of a subsea telescopic clamp on the well shaft beneath the offshore platform, the Diving Service team encountered a safety-critical situation when a support vessel unexpectedly approached the platform, despite all established safety measures being in place. The vessel’s captain was promptly contacted and informed that underwater diving operations were in progress.","• The support vessel entered the platform vicinity without maintaining the required safe distance. • Insufficient communication with vessel captain. • While all safety measures on the platform and by the diving team were followed, the control barrier against external vessel movements failed. • Reliance on reactive communication (contacting the captain after the approach) rather than proactive control allowed a near-miss. • The incident primarily resulted from lack of effective marine coordination and vessel traffic control, leading to a near-miss with potentially severe consequences for diving operations.","• Ensure all vessels operating near offshore platforms are aware of ongoing diving operations. • Strengthen coordination with support vessels and vessel traffic control to enforce exclusion zones proactively. • Establish mandatory pre-approach notifications for all vessels near the platform. • Ensure immediate and continuous communication channels between the platform, diving team, and vessel captains.",PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Inadequate supervision RUSSIA & CENTRAL ASIA OFFSHORE 78,"NARRATIVE: During the installation of a subsea telescopic clamp on the well shaft beneath the offshore platform, the Diving Service team encountered a safety-critical situation when a support vessel unexpectedly approached the platform, despite all established safety measures being in place. The vessel’s captain was promptly contacted and informed that underwater diving operations were in progress. | WHAT WENT WRONG: • The support vessel entered the platform vicinity without maintaining the required safe distance. • Insufficient communication with vessel captain. • While all safety measures on the platform and by the diving team were followed, the control barrier against external vessel movements failed. • Reliance on reactive communication (contacting the captain after the approach) rather than proactive control allowed a near-miss. • The incident primarily resulted from lack of effective marine coordination and vessel traffic control, leading to a near-miss with potentially severe consequences for diving operations. | CAUSAL FACTORS: PEOPLE (ACTS): Use of Protective Methods: Failure to warn of hazard PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Inadequate supervision RUSSIA & CENTRAL ASIA OFFSHORE 78"
IOGP-HPE-2025-084,IOGP Safety performance indicators – 2025 data: High potential event reports,High Potential Event (HPE),1,Source document is an IOGP High Potential Event report,14 Mar 2025,Azerbaijan,Production,"Water related, drowning","Diving (incl. decompression), subsea, ROV",Work authorization,Bypassing safety controls,"During the inspection of the 8-inch subsea oil and gas pipeline located between offshore platforms, diving operations were in progress and a scheduled descent from the diving vessel had commenced. Approximately 15 minutes after the diver entered the water, the vessel’s mechanic reported hull damage resulting in water ingress into the engine room. The diver was immediately recovered from the water, and the vessel proceeded toward the platform, where it was safely moored at the docking bridge. Following the safe disembarkation of personnel, the damaged vessel was towed to the onshore port by an assisting tugboat.",• Failure of Vessel Structural Integrity • Inadequate Pre-Operation Marine Assurance and possible gaps in seaworthiness verification of the vessel • Inadequate preventive maintenance controls • Inadequate hull condition monitoring • Inadequate pre-mobilization inspection and certification checks.,• Pre-operation marine inspections must be robust • Pre-mobilization and daily checks should include: • Hull condition verification • Corrosion and structural damage inspection • Confirmation of valid marine certification • Review of maintenance status • Inspection processes must be documented and traceable.,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision RUSSIA & CENTRAL ASIA OFFSHORE 79","NARRATIVE: During the inspection of the 8-inch subsea oil and gas pipeline located between offshore platforms, diving operations were in progress and a scheduled descent from the diving vessel had commenced. Approximately 15 minutes after the diver entered the water, the vessel’s mechanic reported hull damage resulting in water ingress into the engine room. The diver was immediately recovered from the water, and the vessel proceeded toward the platform, where it was safely moored at the docking bridge. Following the safe disembarkation of personnel, the damaged vessel was towed to the onshore port by an assisting tugboat. | WHAT WENT WRONG: • Failure of Vessel Structural Integrity • Inadequate Pre-Operation Marine Assurance and possible gaps in seaworthiness verification of the vessel • Inadequate preventive maintenance controls • Inadequate hull condition monitoring • Inadequate pre-mobilization inspection and certification checks. | CAUSAL FACTORS: PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision RUSSIA & CENTRAL ASIA OFFSHORE 79"
